局部加权线性回归
0.3114806755998031
inf
0.10575601866148432
0.08310919622700116
-0.03283922352401292
inf
0.21317462504384127
0.023299388128114433
1.3358176826987738
0.02650021282654275
0.0014264291463367761
0.0881704199475653
-0.007480783576916014
-0.05754823247570518
0.48428032735213716
0.027089800781069092
0.08432826826803115
-0.220288327709965
0.11104646852278552
0.1132606419216664
0.09867367982172602
0.027596376176108797
0.08420101623684886
inf
-0.9401062696522757
inf
-0.28221983176250504
0.005139340513435323
-0.0001192296756628964
inf
0.1039424855182417
0.005437780424992159
-0.6935976161554193
-0.008130073240033092
inf
-0.9999999998800205
0.10932891988791733
0.2590042286910453
inf
inf
-0.046006403973113556
0.8861603219766999
0.08549501602817829
0.19275617736554582
-0.05897949630169294
inf
-0.009059986040299521
-0.3186490356485081
-0.05526152187765769
-1.0
-0.24321872976656667
-1.0
0.35297050789195344
-0.033295513846630306
0.4678988803528402
-0.24347696942118827
0.35467238984629823
inf
-0.019117938803331663
-0.8958221177482768
0.05286235270442199
0.19310390473673772
-0.02155595283051326
-0.035536449678270604
0.13108437231107148
0.06726872700746657
inf
1.3529919751230914
0.16653469979838836
0.005079555586428521
0.09009356014520288
inf
0.03594051081216547
-0.01216880599193398
-0.06856569583604082
-0.9410589605076654
-0.48192487093529424
-0.9999999998772657
-0.20244349181406956
-0.008901522979598989
0.0011164041653682797
-0.022485766733517477
-0.17479858038854632
0.05246286135447606
0.03862075955078337
0.06893598202864297
inf
0.02938621038601137
-1.0
inf
-0.05367644856219952
0.0036338613692260945
0.6650929476912191
-0.016869957842108308
-0.9400902996795882
0.04621300752976741
-0.011624285563817265
-0.023284070220086436
0.035760674705657004
inf
0.02802282649383425
0.014037572696121246
-0.9999999998835445
