date,y
2014-03-10,0.702
2014-03-07,0.726
2014-03-06,0.728
2014-03-05,0.734
2014-03-04,0.737
2014-03-03,0.737
2014-02-28,0.724
2014-02-27,0.714
2014-02-26,0.739
2014-02-25,0.742
2014-02-24,0.771
2014-02-21,0.767
2014-02-20,0.77
2014-02-19,0.782
2014-02-18,0.786
2014-02-17,0.791
2014-02-14,0.775
2014-02-13,0.76
2014-02-12,0.784
2014-02-11,0.787
2014-02-10,0.796
2014-02-07,0.779
2014-01-30,0.771
2014-01-29,0.771
2014-01-28,0.757
2014-01-27,0.759
2014-01-24,0.763
2014-01-23,0.758
2014-01-22,0.751
2014-01-21,0.738
2014-01-20,0.724
2014-01-17,0.735
2014-01-16,0.746
2014-01-15,0.753
2014-01-14,0.748
2014-01-13,0.734
2014-01-10,0.733
2014-01-09,0.74
2014-01-08,0.749
2014-01-07,0.738
2014-01-06,0.73
2014-01-03,0.746
2014-01-02,0.75
2013-12-31,0.747
2013-12-30,0.741
2013-12-27,0.737
2013-12-26,0.728
2013-12-25,0.74
2013-12-24,0.734
2013-12-23,0.731
2013-12-20,0.728
2013-12-19,0.736
2013-12-18,0.738
2013-12-17,0.738
2013-12-16,0.741
2013-12-13,0.754
2013-12-12,0.75
2013-12-11,0.749
2013-12-10,0.755
2013-12-09,0.754
2013-12-06,0.747
2013-12-05,0.75
2013-12-04,0.75
2013-12-03,0.74
2013-12-02,0.727
2013-11-29,0.751
2013-11-28,0.748
2013-11-27,0.741
2013-11-26,0.738
2013-11-25,0.735
2013-11-22,0.736
2013-11-21,0.738
2013-11-20,0.74
2013-11-19,0.735
2013-11-18,0.732
2013-11-15,0.718
2013-11-14,0.707
2013-11-13,0.701
2013-11-12,0.714
2013-11-11,0.71
2013-11-08,0.706
2013-11-07,0.717
2013-11-06,0.728
2013-11-05,0.736
2013-11-04,0.727
2013-11-01,0.724
2013-10-31,0.728
2013-10-30,0.751
2013-10-29,0.74
2013-10-28,0.742
2013-10-25,0.734
2013-10-24,0.757
2013-10-23,0.762
2013-10-22,0.798
2013-10-21,0.825
2013-10-18,0.8
2013-10-17,0.782
2013-10-16,0.791
2013-10-15,0.808
2013-10-14,0.817
2013-10-11,0.808
2013-10-10,0.797
2013-10-09,0.814
2013-10-08,0.808
2013-09-30,0.799
2013-09-27,0.774
2013-09-26,0.768
2013-09-25,0.779
2013-09-24,0.789
2013-09-23,0.783
2013-09-18,0.761
2013-09-17,0.748
2013-09-16,0.757
2013-09-13,0.749
2013-09-12,0.736
2013-09-11,0.732
2013-09-10,0.752
2013-09-09,0.761
2013-09-06,0.764
2013-09-05,0.76
2013-09-04,0.748
2013-09-03,0.746
2013-09-02,0.733
2013-08-30,0.72
2013-08-29,0.739
2013-08-28,0.74
2013-08-27,0.753
2013-08-26,0.753
2013-08-23,0.742
2013-08-22,0.738
2013-08-21,0.734
2013-08-20,0.734
2013-08-19,0.735
2013-08-16,0.722
2013-08-15,0.736
2013-08-14,0.744
2013-08-13,0.744
2013-08-12,0.745
2013-08-09,0.747
2013-08-08,0.752
2013-08-07,0.749
2013-08-06,0.762
2013-08-05,0.757
2013-08-02,0.745
2013-08-01,0.741
2013-07-31,0.72
2013-07-30,0.718
2013-07-29,0.726
2013-07-26,0.744
2013-07-25,0.744
2013-07-24,0.761
2013-07-23,0.755
2013-07-22,0.738
2013-07-19,0.73
2013-07-18,0.743
2013-07-17,0.747
2013-07-16,0.756
2013-07-15,0.756
2013-07-12,0.738
2013-07-11,0.737
2013-07-10,0.723
2013-07-09,0.712
2013-07-08,0.708
2013-07-05,0.726
2013-07-04,0.732
2013-07-03,0.736
2013-07-02,0.731
2013-07-01,0.721
2013-06-30,0.701
2013-06-28,0.701
2013-06-27,0.695
2013-06-26,0.702
2013-06-25,0.679
2013-06-24,0.677
2013-06-21,0.708
2013-06-20,0.71
2013-06-19,0.731
2013-06-18,0.735
2013-06-17,0.735
2013-06-14,0.733
2013-06-13,0.716
2013-06-07,0.73
2013-06-06,0.733
2013-06-05,0.742
2013-06-04,0.737
2013-06-03,0.757
2013-05-31,0.767
2013-05-30,0.778
2013-05-29,0.778
2013-05-28,0.775
2013-05-27,0.782
2013-05-24,0.772
2013-05-23,0.758
2013-05-22,0.76
2013-05-21,0.778
2013-05-20,0.77
2013-05-17,0.756
2013-05-16,0.746
2013-05-15,0.74
2013-05-14,0.725
2013-05-13,0.733
2013-05-10,0.733
2013-05-09,0.739
2013-05-08,0.74
2013-05-07,0.73
2013-05-06,0.734
2013-05-03,0.725
2013-05-02,0.711
2013-04-26,0.694
2013-04-25,0.706
2013-04-24,0.719
2013-04-23,0.701
2013-04-22,0.716
2013-04-19,0.704
2013-04-18,0.692
2013-04-17,0.691
2013-04-16,0.678
2013-04-15,0.67
2013-04-12,0.674
2013-04-11,0.676
2013-04-10,0.675
2013-04-09,0.679
2013-04-08,0.674
2013-04-03,0.661
2013-04-02,0.669
2013-04-01,0.687
2013-03-29,0.679
2013-03-28,0.678
2013-03-27,0.69
2013-03-26,0.687
2013-03-25,0.686
2013-03-22,0.686
2013-03-21,0.688
2013-03-20,0.679
2013-03-19,0.664
2013-03-18,0.665
2013-03-15,0.668
2013-03-14,0.663
2013-03-13,0.653
2013-03-12,0.659
2013-03-11,0.674
2013-03-08,0.67
2013-03-07,0.679
2013-03-06,0.69
2013-03-05,0.682
2013-03-04,0.667
2013-03-01,0.691
2013-02-28,0.682
2013-02-27,0.673
2013-02-26,0.675
2013-02-25,0.683
2013-02-22,0.672
2013-02-21,0.676
2013-02-20,0.683
2013-02-19,0.665
2013-02-18,0.677
2013-02-08,0.677
2013-02-07,0.668
2013-02-06,0.662
2013-02-05,0.655
2013-02-04,0.647
2013-02-01,0.655
2013-01-31,0.649
2013-01-30,0.656
2013-01-29,0.657
2013-01-28,0.653
2013-01-25,0.638
2013-01-24,0.634
2013-01-23,0.648
2013-01-22,0.647
2013-01-21,0.657
2013-01-18,0.655
2013-01-17,0.644
2013-01-16,0.648
2013-01-15,0.649
2013-01-14,0.639
2013-01-11,0.622
2013-01-10,0.63
2013-01-09,0.63
2013-01-08,0.628
2013-01-07,0.621
2013-01-04,0.617
2012-12-31,0.622
2012-12-28,0.617
2012-12-27,0.612
2012-12-26,0.615
2012-12-25,0.61
2012-12-24,0.599
2012-12-21,0.592
2012-12-20,0.59
2012-12-19,0.589
2012-12-18,0.586
2012-12-17,0.592
2012-12-14,0.596
2012-12-13,0.58
2012-12-12,0.583
2012-12-11,0.584
2012-12-10,0.587
2012-12-07,0.582
2012-12-06,0.576
2012-12-05,0.578
2012-12-04,0.565
2012-12-03,0.559
2012-11-30,0.564
2012-11-29,0.558
2012-11-28,0.559
2012-11-27,0.565
2012-11-26,0.572
2012-11-23,0.578
2012-11-22,0.576
2012-11-21,0.58
2012-11-20,0.577
2012-11-19,0.577
2012-11-16,0.578
2012-11-15,0.581
2012-11-14,0.584
2012-11-13,0.585
2012-11-12,0.593
2012-11-09,0.592
2012-11-08,0.596
2012-11-07,0.605
2012-11-06,0.607
2012-11-05,0.609
2012-11-02,0.614
2012-11-01,0.614
2012-10-31,0.606
2012-10-30,0.602
2012-10-29,0.6
2012-10-26,0.6
2012-10-25,0.608
2012-10-24,0.612
2012-10-23,0.614
2012-10-22,0.623
2012-10-19,0.622
2012-10-18,0.623
2012-10-17,0.615
2012-10-16,0.615
2012-10-15,0.612
2012-10-12,0.612
2012-10-11,0.614
2012-10-10,0.622
2012-10-09,0.62
2012-10-08,0.608
2012-09-30,0.611
2012-09-28,0.611
2012-09-27,0.603
2012-09-26,0.592
2012-09-25,0.6
2012-09-24,0.6
2012-09-21,0.597
2012-09-20,0.598
2012-09-19,0.611
2012-09-18,0.609
2012-09-17,0.61
2012-09-14,0.623
2012-09-13,0.623
2012-09-12,0.629
2012-09-11,0.627
2012-09-10,0.63
2012-09-07,0.629
2012-09-06,0.613
2012-09-05,0.609
2012-09-04,0.607
2012-09-03,0.61
2012-08-31,0.598
2012-08-30,0.595
2012-08-29,0.602
2012-08-28,0.606
2012-08-27,0.606
2012-08-24,0.613
2012-08-23,0.621
2012-08-22,0.622
2012-08-21,0.623
2012-08-20,0.617
2012-08-17,0.617
2012-08-16,0.62
2012-08-15,0.624
2012-08-14,0.627
2012-08-13,0.626
2012-08-10,0.643
2012-08-09,0.646
2012-08-08,0.638
2012-08-07,0.64
2012-08-06,0.641
2012-08-03,0.633
2012-08-02,0.629
2012-08-01,0.641
2012-07-31,0.635
2012-07-30,0.633
2012-07-27,0.641
2012-07-26,0.645
2012-07-25,0.652
2012-07-24,0.659
2012-07-23,0.653
2012-07-20,0.664
2012-07-19,0.672
2012-07-18,0.664
2012-07-17,0.671
2012-07-16,0.666
2012-07-13,0.683
2012-07-12,0.684
2012-07-11,0.677
2012-07-10,0.67
2012-07-09,0.676
2012-07-06,0.688
2012-07-05,0.673
2012-07-04,0.685
2012-07-03,0.689
2012-07-02,0.682
2012-06-30,0.678
2012-06-29,0.678
2012-06-28,0.666
2012-06-27,0.67
2012-06-26,0.669
2012-06-25,0.665
2012-06-21,0.691
2012-06-20,0.703
2012-06-19,0.704
2012-06-18,0.711
2012-06-15,0.707
2012-06-14,0.709
2012-06-13,0.714
2012-06-12,0.697
2012-06-11,0.697
2012-06-08,0.686
2012-06-07,0.69
2012-06-06,0.691
2012-06-05,0.695
2012-06-04,0.698
2012-06-01,0.721
2012-05-31,0.723
2012-05-30,0.725
2012-05-29,0.725
2012-05-28,0.715
2012-05-25,0.706
2012-05-24,0.714
2012-05-23,0.723
2012-05-22,0.725
2012-05-21,0.716
2012-05-18,0.714
2012-05-17,0.723
2012-05-16,0.712
2012-05-15,0.722
2012-05-14,0.722
2012-05-11,0.731
2012-05-10,0.737
2012-05-09,0.737
2012-05-08,0.75
2012-05-07,0.753
2012-05-04,0.756
2012-05-03,0.75
2012-05-02,0.745
2012-04-27,0.727
2012-04-26,0.73
2012-04-25,0.731
2012-04-24,0.727
2012-04-23,0.729
2012-04-20,0.737
2012-04-19,0.727
2012-04-18,0.721
2012-04-17,0.704
2012-04-16,0.714
2012-04-13,0.718
2012-04-12,0.713
2012-04-11,0.696
2012-04-10,0.699
2012-04-09,0.694
2012-04-06,0.699
2012-04-05,0.697
2012-03-31,0.679
2012-03-30,0.679
2012-03-29,0.677
2012-03-28,0.69
2012-03-27,0.715
2012-03-26,0.717
2012-03-23,0.714
2012-03-22,0.726
2012-03-21,0.732
2012-03-20,0.729
2012-03-19,0.744
2012-03-16,0.741
2012-03-15,0.731
2012-03-14,0.735
2012-03-13,0.756
2012-03-12,0.748
2012-03-09,0.752
2012-03-08,0.741
2012-03-07,0.729
2012-03-06,0.736
2012-03-05,0.751
2012-03-02,0.755
2012-03-01,0.74
2012-02-29,0.741
2012-02-28,0.749
2012-02-27,0.753
2012-02-24,0.752
2012-02-23,0.742
2012-02-22,0.738
2012-02-21,0.728
2012-02-20,0.721
2012-02-17,0.72
2012-02-16,0.72
2012-02-15,0.726
2012-02-14,0.719
2012-02-13,0.723
2012-02-10,0.722
2012-02-09,0.723
2012-02-08,0.723
2012-02-07,0.696
2012-02-06,0.708
2012-02-03,0.708
2012-02-02,0.704
2012-02-01,0.686
2012-01-31,0.697
2012-01-30,0.696
2012-01-20,0.707
2012-01-19,0.698
2012-01-18,0.685
2012-01-17,0.696
2012-01-16,0.657
2012-01-13,0.674
2012-01-12,0.688
2012-01-11,0.689
2012-01-10,0.693
2012-01-09,0.67
2012-01-06,0.642
2012-01-05,0.638
2012-01-04,0.65
2011-12-31,0.665
2011-12-30,0.665
2011-12-29,0.654
2011-12-28,0.651
2011-12-27,0.653
2011-12-26,0.661
2011-12-23,0.669
2011-12-22,0.665
2011-12-21,0.665
2011-12-20,0.676
2011-12-19,0.676
2011-12-16,0.678
2011-12-15,0.663
2011-12-14,0.688
2011-12-13,0.697
2011-12-12,0.714
2011-12-09,0.722
2011-12-08,0.73
2011-12-07,0.732
2011-12-06,0.728
2011-12-05,0.73
2011-12-02,0.745
2011-12-01,0.759
2011-11-30,0.738
2011-11-29,0.766
2011-11-28,0.753
2011-11-25,0.751
2011-11-24,0.757
2011-11-23,0.758
2011-11-22,0.767
2011-11-21,0.767
2011-11-18,0.769
2011-11-17,0.788
2011-11-16,0.791
2011-11-15,0.814
2011-11-14,0.817
2011-11-11,0.799
2011-11-10,0.8
2011-11-09,0.813
2011-11-08,0.806
2011-11-07,0.809
2011-11-04,0.816
2011-11-03,0.808
2011-11-02,0.808
2011-11-01,0.798
2011-10-31,0.8
2011-10-28,0.801
2011-10-27,0.781
2011-10-26,0.78
2011-10-25,0.774
2011-10-24,0.753
2011-10-21,0.732
2011-10-20,0.738
2011-10-19,0.765
2011-10-18,0.77
2011-10-17,0.796
2011-10-14,0.794
2011-10-13,0.796
2011-10-12,0.789
2011-10-11,0.765
2011-10-10,0.779
2011-09-30,0.788
2011-09-29,0.792
2011-09-28,0.802
2011-09-27,0.808
2011-09-26,0.8
2011-09-23,0.818
2011-09-22,0.825
2011-09-21,0.85
2011-09-20,0.825
2011-09-19,0.819
2011-09-16,0.837
2011-09-15,0.835
2011-09-14,0.835
2011-09-13,0.831
2011-09-09,0.842
2011-09-08,0.844
2011-09-07,0.848
2011-09-06,0.83
2011-09-05,0.84
2011-09-02,0.862
2011-09-01,0.874
2011-08-31,0.876
2011-08-30,0.874
2011-08-29,0.875
2011-08-26,0.888
2011-08-25,0.889
2011-08-24,0.861
2011-08-23,0.869
2011-08-22,0.854
2011-08-19,0.861
2011-08-18,0.878
2011-08-17,0.892
2011-08-16,0.899
2011-08-15,0.905
2011-08-12,0.899
2011-08-11,0.895
2011-08-10,0.884
2011-08-09,0.877
2011-08-08,0.878
2011-08-05,0.907
2011-08-04,0.921
2011-08-03,0.919
2011-08-02,0.921
2011-08-01,0.923
2011-07-29,0.917
2011-07-28,0.922
2011-07-27,0.918
2011-07-26,0.906
2011-07-25,0.905
2011-07-22,0.931
2011-07-21,0.927
2011-07-20,0.936
2011-07-19,0.936
2011-07-18,0.939
2011-07-15,0.942
2011-07-14,0.937
2011-07-13,0.931
2011-07-12,0.916
2011-07-11,0.929
2011-07-08,0.93
2011-07-07,0.927
2011-07-06,0.928
2011-07-05,0.929
2011-07-04,0.929
2011-07-01,0.91
2011-06-30,0.903
2011-06-29,0.888
2011-06-28,0.899
2011-06-27,0.895
2011-06-24,0.887
2011-06-23,0.871
2011-06-22,0.856
2011-06-21,0.857
2011-06-20,0.847
2011-06-17,0.85
2011-06-16,0.856
2011-06-15,0.867
2011-06-14,0.875
2011-06-13,0.864
2011-06-10,0.865
2011-06-09,0.864
2011-06-08,0.878
2011-06-07,0.879
2011-06-03,0.874
2011-06-02,0.864
2011-06-01,0.877
2011-05-31,0.874
2011-05-30,0.86
2011-05-27,0.868
2011-05-26,0.871
2011-05-25,0.879
2011-05-24,0.884
2011-05-23,0.883
2011-05-20,0.908
2011-05-19,0.904
2011-05-18,0.913
2011-05-17,0.907
2011-05-16,0.901
2011-05-13,0.909
2011-05-12,0.897
2011-05-11,0.911
2011-05-10,0.911
2011-05-09,0.903
2011-05-06,0.899
2011-05-05,0.906
2011-05-04,0.911
2011-05-03,0.94
2011-04-29,0.939
2011-04-28,0.93
2011-04-27,0.944
2011-04-26,0.949
2011-04-25,0.957
2011-04-22,0.978
2011-04-21,0.988
2011-04-20,0.978
2011-04-19,0.976
2011-04-18,0.998
2011-04-15,0.998
2011-04-14,1.0
2011-04-13,1.008
2011-04-12,0.997
2011-04-11,1.007
2011-04-08,1.014
2011-04-07,1.004
2011-04-06,1.001
2011-04-01,0.986
2011-03-31,0.967
2011-03-30,0.975
2011-03-29,0.983
2011-03-28,0.995
2011-03-25,0.992
2011-03-24,0.978
2011-03-23,0.981
2011-03-22,0.966
2011-03-21,0.965
2011-03-18,0.967
2011-03-17,0.958
2011-03-16,0.974
2011-03-15,0.957
2011-03-14,0.974
2011-03-11,0.974
2011-03-10,0.981
2011-03-09,1.005
2011-03-08,1.006
2011-03-07,1.009
2011-03-04,0.976
2011-03-03,0.961
2011-03-02,0.974
2011-03-01,0.98
2011-02-28,0.973
2011-02-25,0.961
2011-02-24,0.96
2011-02-23,0.953
2011-02-22,0.951
2011-02-21,0.985
2011-02-18,0.97
2011-02-17,0.981
2011-02-16,0.986
2011-02-15,0.969
2011-02-14,0.971
2011-02-11,0.933
2011-02-10,0.93
2011-02-09,0.905
2011-02-01,0.932
2011-01-31,0.926
2011-01-28,0.918
2011-01-27,0.913
2011-01-26,0.894
2011-01-25,0.883
2011-01-24,0.885
2011-01-21,0.909
2011-01-20,0.9
2011-01-19,0.936
2011-01-18,0.911
2011-01-17,0.913
2011-01-14,0.952
2011-01-13,0.976
2011-01-12,0.979
2011-01-11,0.979
2011-01-10,0.973
2011-01-07,1.001
2011-01-06,1.01
2011-01-05,1.012
2011-01-04,1.012
2010-12-31,0.986
2010-12-30,0.95
2010-12-29,0.945
2010-12-28,0.943
2010-12-27,0.961
2010-12-24,0.975
2010-12-23,0.987
2010-12-22,0.991
2010-12-21,1.006
2010-12-20,0.986
2010-12-17,0.998
2010-12-16,1.003
2010-12-15,1.021
2010-12-14,1.026
2010-12-13,1.024
2010-12-10,0.992
2010-12-09,0.98
2010-12-08,0.996
2010-12-07,1.001
2010-12-06,0.986
2010-12-03,0.985
2010-12-02,0.986
2010-12-01,0.98
2010-11-30,0.983
2010-11-29,0.991
2010-11-26,0.997
2010-11-25,1.007
2010-11-24,0.995
2010-11-23,0.967
2010-11-22,0.982
2010-11-19,0.986
2010-11-18,0.975
2010-11-17,0.954
2010-11-16,0.978
2010-11-15,1.024
2010-11-12,1.025
2010-11-11,1.092
2010-11-10,1.09
2010-11-09,1.095
2010-11-08,1.096
2010-11-05,1.087
2010-11-04,1.076
2010-11-03,1.058
2010-11-02,1.076
2010-11-01,1.08
2010-10-29,1.039
2010-10-28,1.035
2010-10-27,1.038
2010-10-26,1.052
2010-10-25,1.061
2010-10-22,1.026
2010-10-21,1.012
2010-10-20,1.007
2010-10-19,0.987
2010-10-18,0.961
2010-10-15,0.972
2010-10-14,0.953
2010-10-13,0.963
2010-10-12,0.951
2010-10-11,0.939
2010-10-08,0.937
2010-09-30,0.916
2010-09-29,0.905
2010-09-28,0.913
2010-09-27,0.915
2010-09-21,0.898
2010-09-20,0.895
2010-09-17,0.9
2010-09-16,0.896
2010-09-15,0.91
2010-09-14,0.927
2010-09-13,0.927
2010-09-10,0.916
2010-09-09,0.91
2010-09-08,0.922
2010-09-07,0.917
2010-09-06,0.916
2010-09-03,0.908
2010-09-02,0.906
2010-09-01,0.896
2010-08-31,0.901
2010-08-30,0.899
2010-08-27,0.885
2010-08-26,0.882
2010-08-25,0.88
2010-08-24,0.895
2010-08-23,0.889
2010-08-20,0.89
2010-08-19,0.903
2010-08-18,0.902
2010-08-17,0.905
2010-08-16,0.899
2010-08-13,0.884
2010-08-12,0.875
2010-08-11,0.881
2010-08-10,0.877
2010-08-09,0.9
2010-08-06,0.894
2010-08-05,0.883
2010-08-04,0.885
2010-08-03,0.882
2010-08-02,0.893
2010-07-30,0.878
2010-07-29,0.879
2010-07-28,0.882
2010-07-27,0.868
2010-07-26,0.868
2010-07-23,0.863
2010-07-22,0.858
2010-07-21,0.85
2010-07-20,0.845
2010-07-19,0.827
2010-07-16,0.81
2010-07-15,0.809
2010-07-14,0.82
2010-07-13,0.817
2010-07-12,0.827
2010-07-09,0.821
2010-07-08,0.801
2010-07-07,0.803
2010-07-06,0.797
2010-07-05,0.782
2010-07-02,0.782
2010-07-01,0.784
2010-06-30,0.799
2010-06-29,0.808
2010-06-28,0.84
2010-06-25,0.85
2010-06-24,0.862
2010-06-23,0.861
2010-06-22,0.87
2010-06-21,0.867
2010-06-18,0.85
2010-06-17,0.878
2010-06-11,0.891
2010-06-10,0.893
2010-06-09,0.892
2010-06-08,0.873
2010-06-07,0.868
2010-06-04,0.873
2010-06-03,0.869
2010-06-02,0.872
2010-06-01,0.864
2010-05-31,0.868
2010-05-28,0.887
2010-05-27,0.886
2010-05-26,0.873
2010-05-25,0.873
2010-05-24,0.882
2010-05-21,0.855
2010-05-20,0.841
2010-05-19,0.847
2010-05-18,0.844
2010-05-17,0.838
2010-05-14,0.877
2010-05-13,0.877
2010-05-12,0.854
2010-05-11,0.864
2010-05-10,0.879
2010-05-07,0.884
2010-05-06,0.897
2010-05-05,0.925
2010-05-04,0.912
2010-04-30,0.914
2010-04-29,0.93
2010-04-28,0.956
2010-04-27,0.956
2010-04-26,0.975
2010-04-23,0.98
2010-04-22,0.99
2010-04-21,0.988
2010-04-20,0.964
2010-04-19,0.957
2010-04-16,0.991
2010-04-15,0.993
2010-04-14,1.003
2010-04-13,0.994
2010-04-12,0.996
2010-04-09,0.99
2010-04-08,0.979
2010-04-07,0.98
2010-04-06,0.982
2010-04-02,0.983
2010-04-01,0.976
2010-03-31,0.965
2010-03-30,0.966
2010-03-29,0.962
2010-03-26,0.954
2010-03-25,0.944
2010-03-24,0.952
2010-03-23,0.947
2010-03-22,0.949
2010-03-19,0.943
2010-03-18,0.939
2010-03-17,0.939
2010-03-16,0.922
2010-03-15,0.921
2010-03-12,0.932
2010-03-11,0.942
2010-03-10,0.948
2010-03-09,0.957
2010-03-08,0.956
2010-03-05,0.949
2010-03-04,0.947
2010-03-03,0.971
2010-03-02,0.966
2010-03-01,0.971
2010-02-26,0.966
2010-02-25,0.965
2010-02-24,0.954
2010-02-23,0.938
2010-02-22,0.941
2010-02-12,0.945
2010-02-11,0.939
2010-02-10,0.937
2010-02-09,0.922
2010-02-08,0.92
2010-02-05,0.919
2010-02-04,0.936
2010-02-03,0.934
2010-02-02,0.921
2010-02-01,0.927
2010-01-29,0.937
2010-01-28,0.935
2010-01-27,0.923
2010-01-26,0.927
2010-01-25,0.954
2010-01-22,0.963
2010-01-21,0.983
2010-01-20,0.983
2010-01-19,1.015
2010-01-18,1.014
2010-01-15,1.009
2010-01-14,1.003
2010-01-13,0.986
2010-01-12,1.005
2010-01-11,0.988
2010-01-08,0.988
2010-01-07,0.988
2010-01-06,1.005
2010-01-05,1.007
2010-01-04,1.004
2009-12-31,1.013
2009-12-30,1.008
2009-12-29,1.001
2009-12-28,0.998
2009-12-25,0.987
2009-12-24,0.987
2009-12-23,0.963
2009-12-22,0.955
2009-12-21,0.976
2009-12-18,0.974
2009-12-17,1.0
2009-12-16,1.016
2009-12-15,1.024
2009-12-14,1.03
2009-12-11,1.026
2009-12-10,1.025
2009-12-09,1.023
2009-12-08,1.038
2009-12-07,1.048
2009-12-04,1.039
2009-12-03,1.029
2009-12-02,1.033
2009-12-01,1.023
2009-11-30,1.012
2009-11-27,0.98
2009-11-26,1.001
2009-11-25,1.036
2009-11-24,1.018
2009-11-23,1.043
2009-11-20,1.038
2009-11-19,1.041
2009-11-18,1.036
2009-11-17,1.037
2009-11-16,1.039
2009-11-13,1.012
2009-11-12,1.011
2009-11-11,1.01
2009-11-10,1.013
2009-11-09,1.005
2009-11-06,1.005
2009-11-05,1.004
2009-11-04,1.005
2009-11-03,1.002
2009-11-02,0.992
2009-10-30,0.962
2009-10-29,0.954
2009-10-28,0.971
2009-10-27,0.969
2009-10-26,0.991
2009-10-23,0.994
2009-10-22,0.979
2009-10-21,0.983
2009-10-20,0.984
2009-10-19,0.976
2009-10-16,0.955
2009-10-15,0.952
2009-10-14,0.948
2009-10-13,0.941
2009-10-12,0.931
2009-10-09,0.934
2009-09-30,0.899
2009-09-29,0.891
2009-09-28,0.89
2009-09-25,0.909
2009-09-24,0.913
2009-09-23,0.905
2009-09-22,0.918
2009-09-21,0.936
2009-09-18,0.938
2009-09-17,0.961
2009-09-16,0.951
2009-09-15,0.968
2009-09-14,0.963
2009-09-11,0.951
2009-09-10,0.934
2009-09-09,0.94
2009-09-08,0.932
2009-09-07,0.912
2009-09-04,0.907
2009-09-03,0.902
2009-09-02,0.86
2009-09-01,0.846
2009-08-31,0.841
2009-08-28,0.9
2009-08-27,0.939
2009-08-26,0.949
2009-08-25,0.939
2009-08-24,0.979
2009-08-21,0.973
2009-08-20,0.957
2009-08-19,0.914
2009-08-18,0.965
2009-08-17,0.962
2009-08-14,1.023
2009-08-13,1.048
2009-08-12,1.029
2009-08-11,1.065
2009-08-10,1.06
2009-08-07,1.066
2009-08-06,1.094
2009-08-05,1.119
2009-08-04,1.141
2009-08-03,1.14
2009-07-31,1.136
2009-07-30,1.107
2009-07-29,1.088
2009-07-28,1.15
2009-07-27,1.152
2009-07-24,1.138
2009-07-23,1.135
2009-07-22,1.116
2009-07-21,1.095
2009-07-20,1.109
2009-07-17,1.094
2009-07-16,1.09
2009-07-15,1.082
2009-07-14,1.076
2009-07-13,1.048
2009-07-10,1.064
2009-07-09,1.064
2009-07-08,1.055
2009-07-07,1.047
2009-07-06,1.062
2009-07-03,1.057
2009-07-02,1.038
2009-07-01,1.027
2009-06-30,1.009
2009-06-29,1.011
2009-06-26,0.991
2009-06-25,0.988
2009-06-24,0.986
2009-06-23,0.98
2009-06-22,0.982
2009-06-19,0.988
2009-06-18,0.981
2009-06-17,0.969
2009-06-16,0.955
2009-06-15,0.958
2009-06-12,0.94
2009-06-11,0.954
2009-06-10,0.961
2009-06-09,0.953
2009-06-08,0.945
2009-06-05,0.943
2009-06-04,0.945
2009-06-03,0.947
2009-06-02,0.936
2009-06-01,0.933
2009-05-27,0.909
2009-05-26,0.901
2009-05-25,0.904
2009-05-22,0.9
2009-05-21,0.904
2009-05-20,0.922
2009-05-19,0.928
2009-05-18,0.924
2009-05-15,0.915
2009-05-14,0.913
2009-05-13,0.913
2009-05-12,0.905
2009-05-11,0.892
2009-05-08,0.91
2009-05-07,0.906
2009-05-06,0.911
2009-05-05,0.901
2009-05-04,0.899
2009-04-30,0.879
2009-04-29,0.872
2009-04-28,0.857
2009-04-27,0.852
2009-04-24,0.87
2009-04-23,0.876
2009-04-22,0.873
2009-04-21,0.901
2009-04-20,0.91
2009-04-17,0.894
2009-04-16,0.903
2009-04-15,0.903
2009-04-14,0.897
2009-04-13,0.891
2009-04-10,0.874
2009-04-09,0.855
2009-04-08,0.849
2009-04-07,0.865
2009-04-03,0.862
2009-04-02,0.869
2009-04-01,0.865
2009-03-31,0.852
2009-03-30,0.848
2009-03-27,0.852
2009-03-26,0.849
2009-03-25,0.84
2009-03-24,0.857
2009-03-23,0.858
2009-03-20,0.846
2009-03-19,0.848
2009-03-18,0.838
2009-03-17,0.835
2009-03-16,0.818
2009-03-13,0.814
2009-03-12,0.817
2009-03-11,0.819
2009-03-10,0.822
2009-03-09,0.812
2009-03-06,0.834
2009-03-05,0.843
2009-03-04,0.846
2009-03-03,0.811
2009-03-02,0.813
2009-02-27,0.808
2009-02-26,0.822
2009-02-25,0.851
2009-02-24,0.853
2009-02-23,0.878
2009-02-20,0.866
2009-02-19,0.855
2009-02-18,0.846
2009-02-17,0.873
2009-02-16,0.887
2009-02-13,0.873
2009-02-12,0.851
2009-02-11,0.855
2009-02-10,0.851
2009-02-09,0.842
2009-02-06,0.827
2009-02-05,0.806
2009-02-04,0.812
2009-02-03,0.805
2009-02-02,0.79
2009-01-23,0.785
2009-01-22,0.788
2009-01-21,0.78
2009-01-20,0.784
2009-01-19,0.783
2009-01-16,0.781
2009-01-15,0.774
2009-01-14,0.775
2009-01-13,0.758
2009-01-12,0.773
2009-01-09,0.774
2009-01-08,0.767
2009-01-07,0.777
2009-01-06,0.78
2009-01-05,0.766
2008-12-31,0.747
2008-12-30,0.75
2008-12-29,0.752
2008-12-26,0.751
2008-12-25,0.754
2008-12-24,0.757
2008-12-23,0.763
2008-12-22,0.788
2008-12-19,0.795
2008-12-18,0.792
2008-12-17,0.781
2008-12-16,0.775
2008-12-15,0.765
